duration,pdays,previous,balance,campaign,job,poutcome,deposit
79,-1,0,1363,1,9,3,1
233,-1,0,581,1,1,1,1
643,-1,0,1376,4,7,3,1
378,-1,0,52,4,7,3,1
116,-1,0,0,1,9,3,1
239,-1,0,549,1,9,3,1
175,-1,0,92,5,4,3,1
120,-1,0,2881,3,4,3,1
382,-1,0,250,2,9,3,1
143,-1,0,602,2,0,3,1
631,-1,0,730,1,4,3,1
83,-1,0,523,1,0,3,1
499,-1,0,293,1,9,3,1
350,-1,0,215,3,1,3,1
426,-1,0,0,1,11,3,1
320,-1,0,42,1,6,3,1
156,-1,0,316,1,9,3,1
168,-1,0,3462,1,4,3,1
180,-1,0,3462,2,4,3,1
305,-1,0,0,6,4,3,1
96,-1,0,281,2,5,3,1
377,-1,0,250,6,4,3,1
82,-1,0,0,3,8,3,1
308,-1,0,404,2,5,0,1
63,-1,0,506,2,4,3,1
181,-1,0,1097,1,5,3,1
106,-1,0,3462,1,6,3,1
112,-1,0,883,2,4,0,1
199,-1,0,2539,5,8,3,1
195,-1,0,2326,1,9,3,1
229,-1,0,811,1,4,3,1
227,-1,0,256,1,4,3,1
266,-1,0,682,1,1,3,1
207,-1,0,483,2,4,2,1
131,-1,0,1506,4,4,3,1
116,-1,0,575,1,4,3,1
217,-1,0,409,2,6,3,1
350,-1,0,1316,2,10,0,1
112,-1,0,671,1,4,3,1
80,-1,0,2351,1,4,3,1
106,-1,0,997,1,4,3,1
272,-1,0,3462,1,4,3,1
122,-1,0,3462,1,5,3,1
135,-1,0,31,1,4,3,1
93,-1,0,171,1,4,3,1
266,-1,0,2681,2,4,3,1
95,-1,0,-61,4,0,3,1
126,-1,0,3462,1,4,3,1
323,-1,0,715,1,3,3,1
188,-1,0,1058,3,4,3,1
101,-1,0,-34,1,2,3,1
80,-1,0,258,4,9,3,1
80,-1,0,0,2,7,3,1
119,-1,0,71,1,4,3,1
139,-1,0,3462,1,6,3,1
643,-1,0,3462,2,4,3,1
643,-1,0,238,1,1,3,1
296,-1,0,1740,2,9,3,1
392,-1,0,3407,4,2,3,1
406,-1,0,1045,2,7,0,1
220,-1,0,132,1,0,3,1
195,-1,0,1000,1,0,3,1
187,-1,0,115,1,4,3,1
299,-1,0,180,2,9,3,1
325,-1,0,201,2,4,3,1
232,-1,0,3462,2,4,0,1
278,-1,0,3462,2,0,3,1
194,-1,0,2,1,0,3,1
224,-1,0,259,1,9,3,1
201,-1,0,1107,1,3,3,1
167,-1,0,1730,1,4,3,1
220,-1,0,447,3,7,3,1
415,-1,0,2786,1,4,3,1
115,-1,0,3462,1,9,3,1
132,-1,0,978,1,10,3,1
144,-1,0,-130,2,4,3,1
170,-1,0,3049,3,5,3,1
269,-1,0,3462,3,4,3,1
115,-1,0,46,1,5,3,1
96,-1,0,3462,2,8,3,1
278,-1,0,212,6,4,3,1
411,-1,0,1250,2,8,3,1
117,-1,0,25,2,4,3,1
475,-1,0,1277,1,0,3,1
95,-1,0,390,2,9,0,1
515,-1,0,3462,1,5,3,1
300,-1,0,565,1,4,3,1
342,-1,0,1384,1,4,3,1
243,-1,0,-522,3,0,1,1
234,-1,0,3462,2,5,3,1
271,-1,0,134,2,8,3,1
180,-1,0,2143,2,4,3,1
643,-1,0,831,2,4,3,1
163,-1,0,2308,2,5,3,1
237,-1,0,1468,3,4,3,1
158,-1,0,311,2,0,3,1
351,-1,0,274,3,0,3,1
643,-1,0,172,1,1,3,1
643,-1,0,507,1,4,3,1
165,-1,0,393,2,9,3,1
387,-1,0,-39,2,6,3,1
643,-1,0,1474,2,0,3,1
243,-1,0,471,3,0,3,1
313,-1,0,3161,3,4,3,1
643,-1,0,1612,1,1,3,1
397,-1,0,3462,2,0,3,1
268,-1,0,68,1,11,3,1
643,-1,0,414,1,4,0,1
117,-1,0,3462,1,1,3,1
643,-1,0,1756,1,1,3,1
296,-1,0,1613,1,1,0,1
643,-1,0,3123,2,6,0,1
475,-1,0,3462,6,2,0,1
583,-1,0,127,2,9,0,1
158,-1,0,3462,1,4,3,1
180,-1,0,3462,1,1,3,1
635,-1,0,754,1,4,3,1
643,-1,0,1207,2,0,2,1
643,-1,0,712,3,1,3,1
465,-1,0,297,4,1,3,1
148,-1,0,3462,1,6,3,1
643,-1,0,817,4,10,3,1
299,-1,0,283,1,1,3,1
104,-1,0,82,2,0,3,1
327,-1,0,2847,1,9,3,1
643,-1,0,1822,1,1,1,1
643,-1,0,16,1,9,3,1
643,-1,0,377,1,10,3,1
643,-1,0,3462,3,4,0,1
150,-1,0,303,1,9,0,1
236,-1,0,3462,1,0,3,1
245,-1,0,1443,1,5,3,1
321,-1,0,1781,1,4,3,1
209,-1,0,3415,1,0,3,1
643,-1,0,318,1,4,1,1
104,-1,0,423,5,8,3,1
108,-1,0,2544,2,9,3,1
143,-1,0,2614,2,8,3,1
105,-1,0,1268,4,7,1,1
274,-1,0,536,3,1,3,1
643,-1,0,1293,3,0,3,1
548,-1,0,1377,2,4,3,1
643,-1,0,2580,2,1,0,1
142,-1,0,314,4,0,3,1
350,-1,0,206,2,9,3,1
643,-1,0,3286,1,9,3,1
592,-1,0,803,4,7,0,1
448,-1,0,719,2,9,0,1
214,-1,0,898,1,0,3,1
179,-1,0,332,1,0,3,1
233,-1,0,695,1,5,3,1
245,-1,0,1819,3,8,3,1
152,-1,0,2544,2,4,3,1
317,-1,0,759,5,1,3,1
643,-1,0,229,2,4,1,1
348,-1,0,96,3,1,0,1
643,-1,0,110,1,9,3,1
643,-1,0,1406,2,1,3,1
643,-1,0,0,2,7,3,1
384,-1,0,2103,2,1,3,1
407,-1,0,1599,1,4,3,1
643,-1,0,925,1,9,3,1
643,-1,0,-3,2,4,3,1
643,-1,0,84,2,7,3,1
643,-1,0,1367,3,6,1,1
342,-1,0,703,1,4,3,1
535,-1,0,0,3,4,0,1
142,-1,0,2646,1,4,3,1
344,-1,0,572,1,0,0,1
125,-1,0,107,1,8,3,1
643,-1,0,765,2,9,3,1
643,-1,0,-253,1,7,3,1
643,-1,0,0,1,0,0,1
450,-1,0,2,1,5,3,1
133,-1,0,6,2,6,3,1
168,-1,0,0,1,3,3,1
324,-1,0,448,1,4,3,1
161,-1,0,3462,1,5,3,1
496,-1,0,1528,1,3,3,1
111,-1,0,330,1,10,3,1
107,-1,0,731,3,0,3,1
207,-1,0,25,2,10,3,1
223,-1,0,587,2,4,3,1
165,-1,0,2557,2,7,0,1
82,-1,0,275,1,5,3,1
643,-1,0,1129,2,7,0,1
282,-1,0,2149,2,9,3,1
110,-1,0,855,1,0,3,1
643,-1,0,491,3,7,3,1
389,-1,0,180,2,1,3,1
171,-1,0,133,1,7,3,1
643,-1,0,649,1,1,3,1
170,-1,0,1411,3,3,3,1
643,-1,0,3462,1,0,3,1
643,-1,0,439,2,9,3,1
139,-1,0,3462,5,4,0,1
264,-1,0,3462,2,1,3,1
643,-1,0,1801,3,10,3,1
144,-1,0,937,4,4,3,1
78,-1,0,26,2,4,3,1
643,-1,0,-53,1,1,1,1
251,-1,0,2337,2,3,1,1
334,-1,0,1762,2,9,3,1
583,-1,0,3462,1,2,2,1
643,-1,0,545,1,9,0,1
443,-1,0,3462,1,0,3,1
495,-1,0,183,1,9,3,1
643,-1,0,2416,1,7,3,1
298,-1,0,424,4,4,3,1
643,-1,0,0,1,1,1,1
165,-1,0,294,3,4,3,1
643,-1,0,1598,2,1,3,1
643,-1,0,268,1,4,3,1
127,-1,0,214,1,9,3,1
453,-1,0,240,1,4,3,1
643,-1,0,2511,5,9,3,1
643,-1,0,3462,2,9,3,1
643,-1,0,1273,2,7,0,1
299,-1,0,3462,2,9,3,1
161,-1,0,469,1,4,3,1
643,-1,0,932,1,9,0,1
551,-1,0,844,2,8,3,1
643,-1,0,471,1,7,0,1
643,-1,0,63,1,0,3,1
643,-1,0,-779,1,5,3,1
643,-1,0,293,1,1,1,1
643,-1,0,294,1,4,2,1
452,-1,0,3462,3,4,3,1
643,-1,0,329,1,1,0,1
643,-1,0,69,1,0,3,1
643,-1,0,-1962,3,6,3,1
643,-1,0,224,2,7,3,1
526,-1,0,165,1,4,1,1
594,-1,0,397,1,4,3,1
404,-1,0,3154,1,1,0,1
367,-1,0,1180,3,9,0,1
643,-1,0,-487,1,9,3,1
643,-1,0,879,1,4,0,1
108,-1,0,806,1,9,3,1
170,-1,0,674,5,9,3,1
378,-1,0,0,1,4,3,1
643,-1,0,323,2,6,1,1
394,-1,0,921,2,5,3,1
320,-1,0,3462,3,9,2,1
547,-1,0,0,2,0,3,1
314,-1,0,3462,2,9,3,1
438,-1,0,386,1,9,3,1
643,-1,0,284,2,9,3,1
643,-1,0,-242,3,2,3,1
643,-1,0,1086,3,9,3,1
227,-1,0,2840,5,4,3,1
643,-1,0,43,1,4,3,1
643,-1,0,3229,1,4,3,1
643,-1,0,341,4,11,2,1
133,-1,0,0,1,1,3,1
643,-1,0,-19,4,1,3,1
194,-1,0,243,1,5,3,1
216,-1,0,2575,2,5,3,1
586,-1,0,105,1,1,3,1
392,-1,0,0,1,4,3,1
643,-1,0,-443,1,1,3,1
567,-1,0,1524,1,9,3,1
643,-1,0,1925,2,1,3,1
325,-1,0,240,1,5,3,1
205,-1,0,387,1,9,0,1
76,-1,0,13,1,6,3,1
148,-1,0,3203,1,5,3,1
97,-1,0,606,1,4,3,1
185,-1,0,0,1,8,3,1
112,-1,0,527,1,0,3,1
241,-1,0,309,1,10,3,1
163,-1,0,3462,1,1,3,1
345,-1,0,253,1,5,3,1
163,-1,0,3462,1,4,3,1
267,-1,0,83,2,2,3,1
114,-1,0,819,2,4,3,1
643,-1,0,1968,3,9,3,1
120,-1,0,136,1,7,3,1
121,-1,0,1995,1,9,3,1
643,-1,0,285,2,1,3,1
643,-1,0,621,5,1,3,1
643,-1,0,597,3,8,3,1
146,-1,0,0,4,1,3,1
333,-1,0,1750,3,4,3,1
110,-1,0,3462,2,8,3,1
274,-1,0,3462,1,9,3,1
643,-1,0,2193,4,5,3,1
207,-1,0,2282,6,5,3,1
396,-1,0,1973,3,5,3,1
100,-1,0,3462,1,9,3,1
164,-1,0,704,1,4,3,1
211,-1,0,3462,1,5,3,1
243,-1,0,3391,1,10,3,1
464,-1,0,1134,4,8,3,1
149,-1,0,3462,2,1,3,1
158,-1,0,123,2,6,2,1
137,-1,0,3462,2,5,3,1
278,-1,0,0,3,11,3,1
379,-1,0,2,5,1,3,1
204,-1,0,1108,1,0,3,1
65,-1,0,212,2,4,3,1
341,-1,0,3462,2,9,3,1
621,-1,0,17,1,8,3,1
219,-1,0,942,1,11,3,1
315,-1,0,0,1,9,3,1
104,-1,0,882,1,0,0,1
145,-1,0,81,1,7,3,1
229,-1,0,276,1,5,3,1
240,-1,0,2991,1,5,3,1
416,-1,0,90,1,4,3,1
307,-1,0,3462,1,4,0,1
232,-1,0,395,4,4,3,1
124,-1,0,676,2,0,1,1
107,-1,0,8,2,8,3,1
643,-1,0,0,3,9,3,1
545,-1,0,2069,1,4,3,1
229,-1,0,506,2,4,3,1
93,-1,0,8,3,4,3,1
266,-1,0,670,5,5,3,1
242,-1,0,0,5,4,0,1
172,-1,0,1939,1,1,3,1
413,-1,0,1780,3,4,3,1
163,-1,0,0,1,1,3,1
206,-1,0,955,1,7,3,1
522,-1,0,732,4,0,3,1
159,-1,0,2022,4,7,3,1
116,-1,0,3462,4,1,3,1
113,-1,0,3462,1,4,3,1
158,-1,0,2883,1,5,3,1
203,-1,0,1374,4,10,3,1
235,-1,0,398,2,4,3,1
160,-1,0,3027,1,1,3,1
227,-1,0,2974,1,4,0,1
202,-1,0,1081,5,9,0,1
388,-1,0,383,3,9,3,1
124,-1,0,3462,1,0,3,1
497,-1,0,3287,1,4,3,1
148,-1,0,3462,1,5,3,1
444,-1,0,132,1,6,3,1
89,-1,0,726,6,0,3,1
507,-1,0,149,3,1,1,1
636,-1,0,640,2,1,3,1
643,-1,0,3462,2,0,0,1
375,-1,0,53,1,9,3,1
510,-1,0,15,1,9,3,1
587,-1,0,242,1,4,3,1
571,-1,0,377,1,0,3,1
244,-1,0,94,1,10,3,1
400,-1,0,363,1,5,3,1
643,-1,0,1970,1,7,2,1
643,-1,0,1167,1,9,0,1
381,-1,0,193,1,4,0,1
571,-1,0,0,1,4,3,1
239,-1,0,78,1,8,3,1
195,-1,0,1291,1,10,2,1
224,-1,0,1425,1,5,3,1
643,-1,0,3382,1,9,3,1
643,-1,0,3462,1,5,3,1
412,-1,0,1230,1,1,2,1
208,-1,0,96,1,0,2,1
643,-1,0,224,1,8,3,1
297,-1,0,0,1,8,2,1
231,-1,0,1730,1,1,3,1
365,-1,0,697,1,4,2,1
512,-1,0,943,1,4,3,1
281,-1,0,1458,1,9,3,1
335,-1,0,95,1,0,3,1
643,-1,0,2308,1,9,1,1
354,-1,0,3462,1,4,2,1
347,-1,0,1529,1,1,3,1
271,-1,0,292,1,1,2,1
383,-1,0,3462,1,6,3,1
368,-1,0,1559,1,9,3,1
643,-1,0,1693,1,0,1,1
354,-1,0,757,1,9,2,1
643,-1,0,201,1,1,0,1
381,-1,0,1070,1,6,1,1
390,-1,0,1330,1,1,3,1
465,-1,0,314,1,8,3,1
643,-1,0,677,2,11,0,1
643,-1,0,2845,2,4,3,1
246,-1,0,-32,2,0,3,1
554,-1,0,398,1,4,2,1
200,-1,0,0,1,9,1,1
442,-1,0,1337,1,7,3,1
237,-1,0,493,1,5,3,1
643,-1,0,1750,1,4,2,1
439,-1,0,3462,1,9,3,1
565,-1,0,193,1,4,0,1
244,-1,0,3462,1,4,3,1
400,-1,0,994,1,0,0,1
643,-1,0,1101,1,9,3,1
482,-1,0,129,1,1,0,1
316,-1,0,3462,1,4,0,1
526,-1,0,55,2,4,0,1
284,-1,0,1624,3,4,2,1
423,-1,0,341,2,7,3,1
209,-1,0,2016,1,4,3,1
457,-1,0,255,1,0,2,1
268,-1,0,3462,3,9,3,1
354,-1,0,1052,1,0,3,1
309,-1,0,1808,1,4,3,1
439,-1,0,3462,2,10,3,1
616,-1,0,518,1,9,3,1
278,-1,0,227,1,9,3,1
437,-1,0,270,1,0,2,1
532,-1,0,3462,1,4,3,1
643,-1,0,3462,1,6,3,1
242,-1,0,613,1,4,2,1
430,-1,0,3462,1,6,3,1
483,-1,0,674,1,9,2,1
306,-1,0,364,2,4,3,1
325,-1,0,181,1,7,3,1
551,-1,0,474,1,8,3,1
458,-1,0,219,1,4,3,1
387,-1,0,86,3,4,2,1
352,-1,0,1170,1,8,3,1
359,-1,0,18,1,0,3,1
260,-1,0,197,1,9,3,1
643,-1,0,938,1,4,3,1
580,-1,0,1228,2,4,2,1
258,-1,0,2156,1,9,2,1
376,-1,0,2408,1,9,3,1
615,-1,0,35,1,0,3,1
555,-1,0,393,2,4,3,1
643,-1,0,618,1,7,3,1
643,-1,0,1608,2,8,3,1
643,-1,0,699,1,4,0,1
618,-1,0,3462,2,2,3,1
643,-1,0,2749,2,1,0,1
175,-1,0,1162,1,4,3,1
643,-1,0,776,2,9,3,1
327,-1,0,1619,2,4,3,1
241,-1,0,139,1,0,3,1
327,-1,0,2816,1,0,3,1
380,-1,0,507,1,9,3,1
416,-1,0,98,1,5,3,1
643,-1,0,2753,1,4,3,1
342,-1,0,0,3,4,1,1
301,-1,0,498,1,1,3,1
169,-1,0,700,1,1,2,1
643,-1,0,3462,2,4,1,1
427,-1,0,927,3,5,3,1
643,-1,0,2252,2,0,3,1
643,-1,0,0,3,9,2,1
227,-1,0,0,2,9,3,1
230,-1,0,728,1,0,3,1
502,-1,0,354,1,4,2,1
567,-1,0,382,2,8,3,1
501,-1,0,3462,1,4,3,1
643,-1,0,158,2,4,3,1
259,-1,0,734,1,1,1,1
633,-1,0,305,1,0,2,1
643,-1,0,3462,2,1,3,1
384,-1,0,3141,2,4,3,1
193,-1,0,236,1,10,0,1
267,-1,0,3462,1,4,0,1
218,-1,0,133,1,9,3,1
447,-1,0,640,1,1,3,1
597,-1,0,253,1,8,3,1
643,-1,0,3462,1,1,2,1
301,-1,0,902,3,9,2,1
417,-1,0,335,1,9,2,1
643,-1,0,1,3,4,2,1
251,-1,0,1451,4,0,3,1
592,-1,0,1636,1,9,2,1
322,-1,0,3221,6,0,3,1
545,-1,0,316,2,9,0,1
532,-1,0,2044,3,9,3,1
367,-1,0,557,1,9,3,1
297,-1,0,489,4,7,1,1
214,-1,0,1138,3,8,2,1
643,-1,0,188,3,6,2,1
237,-1,0,1998,5,9,3,1
458,-1,0,520,3,4,0,1
643,-1,0,3462,4,4,3,1
643,-1,0,2666,3,6,2,1
347,-1,0,3462,2,9,3,1
643,-1,0,3271,3,6,3,1
364,-1,0,163,3,6,3,1
643,-1,0,1515,6,4,0,1
643,-1,0,803,4,1,3,1
268,-1,0,400,3,1,3,1
643,-1,0,2454,3,4,0,1
365,-1,0,533,4,4,3,1
475,-1,0,2352,6,4,3,1
617,-1,0,3462,2,5,3,1
643,-1,0,237,3,9,3,1
643,-1,0,444,5,8,3,1
267,-1,0,3462,6,4,3,1
340,-1,0,387,6,8,3,1
429,-1,0,2971,4,2,0,1
331,-1,0,2643,5,9,3,1
643,-1,0,261,4,1,3,1
643,-1,0,514,6,5,2,1
643,-1,0,3462,3,1,3,1
643,-1,0,-368,1,7,3,1
643,-1,0,188,1,8,2,1
525,-1,0,61,1,1,3,1
643,-1,0,2160,1,0,3,1
643,-1,0,658,1,4,3,1
643,-1,0,0,2,4,3,1
568,-1,0,196,1,1,0,1
643,-1,0,94,2,6,3,1
643,-1,0,326,1,4,3,1
643,-1,0,-395,1,7,3,1
643,-1,0,3462,3,1,3,1
643,-1,0,-522,2,9,0,1
643,-1,0,1286,3,0,1,1
643,-1,0,710,1,0,2,1
488,-1,0,3,1,9,3,1
643,-1,0,0,1,6,3,1
643,-1,0,141,1,9,0,1
530,-1,0,53,1,9,3,1
643,-1,0,415,1,4,0,1
611,-1,0,0,1,2,0,1
643,-1,0,1979,1,1,3,1
643,-1,0,0,1,0,3,1
643,-1,0,3462,2,4,2,1
519,-1,0,752,2,0,0,1
643,-1,0,99,2,4,0,1
540,-1,0,266,1,0,3,1
643,-1,0,27,1,0,3,1
554,-1,0,524,2,1,3,1
396,-1,0,3462,3,4,3,1
643,-1,0,3462,1,4,0,1
643,-1,0,991,3,4,3,1
643,-1,0,59,2,4,0,1
643,-1,0,1598,4,4,0,1
643,-1,0,0,2,4,3,1
643,-1,0,802,2,4,3,1
643,-1,0,2465,1,4,3,1
457,-1,0,114,1,4,3,1
643,-1,0,1461,2,1,0,1
643,-1,0,475,1,0,3,1
643,-1,0,4,2,4,0,1
542,-1,0,1618,1,4,3,1
609,-1,0,-271,1,7,2,1
574,-1,0,2166,1,0,3,1
643,-1,0,3462,4,1,3,1
643,-1,0,3462,1,7,1,1
623,-1,0,-1944,1,9,3,1
476,-1,0,3025,1,0,1,1
643,-1,0,2090,2,1,3,1
347,-1,0,0,2,9,0,1
643,-1,0,1429,1,4,2,1
643,-1,0,0,2,0,0,1
643,-1,0,311,2,1,3,1
643,-1,0,66,2,3,3,1
643,-1,0,2146,2,1,1,1
643,-1,0,356,3,10,0,1
643,-1,0,62,3,1,3,1
553,-1,0,-106,3,0,1,1
643,-1,0,608,3,7,0,1
643,-1,0,291,2,9,3,1
643,-1,0,-184,3,1,0,1
491,-1,0,2345,2,0,0,1
643,-1,0,4,1,9,3,1
643,-1,0,3462,1,0,0,1
501,-1,0,333,2,1,3,1
606,-1,0,3041,3,4,3,1
579,-1,0,4,2,4,2,1
643,-1,0,603,1,1,3,1
308,-1,0,0,3,4,3,1
643,-1,0,830,1,4,2,1
568,-1,0,962,1,9,3,1
643,-1,0,185,2,9,3,1
643,-1,0,-9,1,1,3,1
398,-1,0,891,2,0,3,1
643,-1,0,148,2,5,1,1
479,-1,0,1374,2,5,0,1
643,-1,0,-556,3,4,0,1
423,-1,0,1612,1,6,3,1
643,-1,0,0,1,6,3,1
643,-1,0,-109,1,0,0,1
643,-1,0,580,1,4,0,1
643,-1,0,3462,2,7,3,1
643,-1,0,-192,1,7,3,1
643,-1,0,-438,1,1,3,1
610,-1,0,-701,2,7,3,1
608,-1,0,1400,3,4,3,1
475,-1,0,3462,1,7,0,1
643,-1,0,785,2,1,3,1
643,-1,0,373,2,8,3,1
643,-1,0,763,6,4,1,1
643,-1,0,1236,3,1,3,1
365,-1,0,-811,2,0,3,1
643,-1,0,3462,1,2,3,1
515,-1,0,479,1,0,0,1
643,-1,0,199,1,3,0,1
560,-1,0,1808,1,1,3,1
643,-1,0,2,4,0,3,1
643,-1,0,-106,1,1,3,1
643,-1,0,670,1,2,3,1
643,-1,0,-361,3,7,1,1
643,-1,0,159,1,1,3,1
590,-1,0,151,1,0,1,1
643,-1,0,518,1,1,3,1
643,-1,0,3462,1,4,0,1
454,-1,0,607,2,0,0,1
643,-1,0,-308,1,1,3,1
309,-1,0,367,1,7,2,1
549,-1,0,855,1,1,2,1
643,-1,0,1240,1,1,3,1
409,-1,0,663,1,0,1,1
643,-1,0,895,1,7,3,1
643,-1,0,804,2,1,2,1
643,-1,0,-407,6,1,3,1
289,-1,0,802,2,1,3,1
637,-1,0,912,3,0,1,1
609,-1,0,355,1,0,3,1
614,-1,0,3,3,9,3,1
398,-1,0,0,6,7,3,1
643,-1,0,1836,2,7,3,1
643,-1,0,1425,3,4,3,1
528,-1,0,963,5,6,3,1
556,-1,0,145,2,0,2,1
643,-1,0,634,3,1,3,1
477,-1,0,87,3,1,3,1
643,-1,0,-522,3,1,3,1
643,-1,0,319,2,1,0,1
643,-1,0,0,1,0,3,1
610,-1,0,478,1,1,3,1
643,-1,0,-276,1,1,3,1
643,-1,0,3462,1,1,3,1
570,-1,0,2785,1,3,3,1
516,-1,0,1401,1,1,3,1
585,-1,0,0,1,4,3,1
606,-1,0,1852,1,1,3,1
590,-1,0,462,1,1,3,1
643,-1,0,800,1,3,3,1
643,-1,0,221,1,9,0,1
394,-1,0,1089,3,1,3,1
302,-1,0,451,1,0,2,1
333,-1,0,496,1,1,3,1
643,-1,0,1080,3,1,0,1
562,-1,0,1064,1,4,3,1
643,-1,0,297,2,4,3,1
568,-1,0,3,1,4,3,1
643,-1,0,76,2,4,0,1
643,-1,0,398,1,1,3,1
643,-1,0,83,1,0,3,1
394,-1,0,879,1,0,3,1
643,-1,0,210,2,7,3,1
643,-1,0,-276,1,7,3,1
622,-1,0,863,3,1,3,1
314,-1,0,228,2,8,3,1
643,-1,0,1396,1,4,0,1
643,-1,0,-19,1,1,0,1
643,-1,0,2253,3,7,3,1
643,-1,0,0,5,1,3,1
643,-1,0,265,2,1,3,1
643,-1,0,-54,2,9,0,1
643,-1,0,3462,2,4,3,1
531,-1,0,0,2,1,3,1
643,-1,0,-7,3,7,3,1
643,-1,0,830,3,1,0,1
440,-1,0,0,2,9,3,1
643,-1,0,3462,2,1,3,1
643,-1,0,437,2,0,2,1
533,-1,0,54,1,1,1,1
558,-1,0,-454,1,1,3,1
643,-1,0,1006,1,1,3,1
643,-1,0,2999,1,0,3,1
590,-1,0,85,5,4,1,1
643,-1,0,3462,1,6,0,1
643,-1,0,3462,2,1,0,1
643,-1,0,2431,5,4,3,1
345,-1,0,341,1,7,3,1
456,-1,0,3462,1,1,0,1
643,-1,0,3462,1,0,2,1
578,-1,0,-504,1,0,3,1
633,-1,0,1738,1,4,1,1
307,-1,0,214,1,1,0,1
607,-1,0,684,3,0,3,1
643,-1,0,580,1,1,0,1
492,-1,0,273,1,4,0,1
563,-1,0,811,1,1,3,1
643,-1,0,0,1,0,3,1
643,-1,0,1354,1,6,2,1
406,-1,0,-254,2,0,3,1
643,-1,0,-449,1,4,3,1
643,-1,0,3462,1,1,3,1
191,-1,0,336,1,1,0,1
224,-1,0,1049,4,1,3,1
616,-1,0,3462,2,7,3,1
643,-1,0,-42,2,4,3,1
479,-1,0,953,1,1,2,1
643,-1,0,315,3,0,3,1
643,-1,0,3462,2,5,3,1
566,-1,0,378,2,1,3,1
643,-1,0,765,3,7,1,1
643,-1,0,3462,2,1,3,1
643,-1,0,315,3,0,0,1
460,-1,0,916,2,4,3,1
604,-1,0,124,4,0,1,1
629,-1,0,207,4,7,3,1
643,-1,0,422,4,5,3,1
643,-1,0,125,3,9,3,1
153,-1,0,2,2,7,3,1
643,-1,0,3462,3,7,1,1
643,-1,0,146,4,7,0,1
643,-1,0,496,2,5,3,1
311,-1,0,-40,1,7,0,1
643,-1,0,140,1,7,3,1
619,-1,0,77,1,7,0,1
643,-1,0,22,2,1,1,1
643,-1,0,-51,1,1,3,1
643,-1,0,26,1,1,3,1
536,-1,0,154,1,0,1,1
643,-1,0,534,1,0,0,1
326,-1,0,1265,5,3,0,1
643,-1,0,-466,1,9,3,1
643,-1,0,38,1,7,3,1
485,-1,0,703,1,4,1,1
552,-1,0,685,1,0,0,1
416,-1,0,780,1,1,3,1
637,-1,0,-67,1,9,3,1
523,-1,0,1085,2,1,1,1
285,-1,0,29,5,1,3,1
643,-1,0,560,5,4,3,1
536,-1,0,22,2,8,3,1
643,-1,0,3462,2,7,0,1
576,-1,0,2139,4,2,0,1
643,-1,0,582,5,10,0,1
643,-1,0,194,1,9,3,1
643,-1,0,353,1,7,3,1
437,-1,0,341,3,7,1,1
562,-1,0,-172,2,2,3,1
585,-1,0,-639,1,5,3,1
643,-1,0,864,1,8,3,1
532,-1,0,134,3,4,3,1
643,-1,0,50,1,0,3,1
643,-1,0,507,1,0,0,1
643,-1,0,480,1,1,0,1
317,-1,0,-22,1,2,3,1
611,-1,0,878,5,0,3,1
432,-1,0,2574,1,0,0,1
643,-1,0,2734,3,4,3,1
643,-1,0,241,3,0,3,1
611,-1,0,129,2,1,3,1
643,-1,0,41,3,4,1,1
643,-1,0,3387,5,4,3,1
643,-1,0,148,4,0,0,1
643,-1,0,249,5,1,3,1
406,-1,0,3462,4,6,1,1
643,-1,0,0,4,7,3,1
643,-1,0,1841,4,1,3,1
643,-1,0,2120,3,1,0,1
415,-1,0,297,4,4,0,1
643,-1,0,89,4,7,3,1
462,-1,0,827,4,1,3,1
643,-1,0,205,6,1,0,1
643,-1,0,3462,4,9,3,1
643,-1,0,117,2,7,3,1
536,-1,0,-493,2,1,0,1
473,-1,0,62,3,4,3,1
643,-1,0,2040,2,0,0,1
347,-1,0,344,1,7,3,1
442,-1,0,230,1,9,0,1
643,-1,0,1277,1,0,3,1
643,-1,0,104,4,1,3,1
643,-1,0,706,1,9,3,1
487,-1,0,174,1,1,3,1
643,-1,0,239,1,1,2,1
351,-1,0,513,1,1,3,1
357,-1,0,3462,1,4,3,1
420,-1,0,3462,2,1,3,1
391,-1,0,-195,1,7,3,1
565,-1,0,3462,1,1,3,1
431,-1,0,352,1,0,3,1
373,-1,0,615,1,9,3,1
616,-1,0,0,1,5,2,1
504,-1,0,217,1,1,3,1
643,-1,0,1015,1,3,2,1
525,-1,0,409,1,1,3,1
643,-1,0,1119,1,7,3,1
178,-1,0,3462,1,1,3,1
525,-1,0,235,1,0,3,1
442,-1,0,170,1,2,3,1
618,-1,0,-357,1,9,0,1
643,-1,0,2145,2,1,3,1
643,-1,0,-454,5,1,0,1
643,-1,0,-887,2,1,3,1
643,-1,0,292,2,1,3,1
643,-1,0,139,2,1,0,1
542,-1,0,2684,2,9,3,1
643,-1,0,-1,6,1,1,1
256,-1,0,1387,2,4,3,1
638,-1,0,-522,2,6,3,1
643,-1,0,-242,3,9,2,1
643,-1,0,719,3,7,0,1
390,-1,0,0,5,0,3,1
642,-1,0,497,3,10,2,1
639,-1,0,76,2,1,3,1
582,-1,0,397,1,0,2,1
354,-1,0,3462,1,4,3,1
643,-1,0,1625,1,9,0,1
186,-1,0,106,1,0,3,1
298,-1,0,1543,1,7,0,1
